sector_name,sector_link,title,link
,,"National Institute of Fashion Technology (NIFT), Bhopal",https://www.nift.ac.in/bhopal
,,"National Institute of Fashion Technology (NIFT), Mumbai",https://www.nift.ac.in/mumbai
,,"National Institute of Homoeopathy, Kolkata",https://nih.nic.in
,,"National Institute of Hydrology (NIH), Roorkee",https://nihroorkee.gov.in
,,"National Institute of Naturopathy, Pune",https://ninpune.ayush.gov.in
,,National Institute of Open Schooling (NIOS),https://www.nios.ac.in
,,"National Institute of Pharmaceutical Education and Research (NIPER), Ahmedabad",https://niperahm.ac.in
,,"National Institute of Pharmaceutical Education and Research (NIPER), Kolkata",https://www.niperkolkata.edu.in
,,"National Institute of Pharmaceutical Education and Research (NIPER), Guwahati",https://niperguwahati.ac.in
,,"National Institute of Pharmaceutical Education and Research (NIPER), Hajipur",https://www.niperhajipur.ac.in
,,"National Institute of Pharmaceutical Education and Research (NIPER), Rae Bareli",https://niperraebareli.edu.in
,,"National Institute of Pharmaceutical Education and Research (NIPER), Mohali",https://niper.gov.in
,,"National Institute of Public Finance and Policy (NIPFP), New Delhi",https://www.nipfp.org.in
,,National Institute of Rock Mechanics (NIRM),https://nirm.in
,,"National Institute of Technical Teachers Training and Research (NITTTR), Bhopal",https://nitttrbpl.ac.in
,,"National Institute of Technical Teachers Training and Research (NITTTR), Chennai",https://nitttrc.ac.in
,,"National Institute of Technology (NIT), Delhi",https://www.nitdelhi.ac.in
,,"National Institute of Technology (NIT), Agartala",https://www.nita.ac.in
,,"National Institute of Technology (NIT), Arunachal Pradesh",https://nitap.in
,,"National Institute of Technology (NIT), Puducherry",https://www.nitpy.ac.in
,,"National Institute of Technology (NIT), Uttarakhand",https://nituk.ac.in
,,"National Institute of Technology (NIT), Mizoram",https://www.nitmz.ac.in
,,"National Institute of Technology (NIT), Sikkim",https://www.nitsikkim.ac.in
,,"National Institute of Technology (NIT), Nagaland",https://nitnagaland.ac.in
,,"National Institute of Technology (NIT), Meghalaya",https://nitmeghalaya.in
,,"National Institute of Technology (NIT), Manipur",https://www.nitmanipur.ac.in
,,"National Institute of Technology (NIT), Goa",https://www.nitgoa.ac.in
,,"National Institute of Technology (NIT), Jamshedpur",https://www.nitjsr.ac.in
,,"National Institute of Technology (NIT), Sikkim",https://www.nitsikkim.ac.in
,,"National Institute of Technology (NIT), Surathkal",https://www.nitk.ac.in
,,"National Institute of Technology (NIT), Durgapur",https://nitdgp.ac.in
,,"National Institute of Technology (NIT), Rourkela",https://www.nitrkl.ac.in
,,"National Institute of Technology (NIT), Durgapur",https://nitdgp.ac.in
,,"National Institute of Technology (NIC), Patna",https://www.nitp.ac.in
,,"National Institute of Technology (NIT), Tiruchirappalli",https://www.nitt.edu
,,"National Institute of Technology (NIT), Srinagar",https://nitsri.ac.in
,,"National Institute of Technology (NIT), Warangal",https://www.nitw.ac.in
,,"National Institute of Technology, Silchar, Assam",https://nits.ac.in
,,"National Law School of India University, Bengaluru,, Karnataka",https://www.nls.ac.in
,,National MSME Trainee Database,https://ati.msme.gov.in
,,National Mission on Education through Information and Communication Technology (NMEICT),https://www.nmeict.ac.in
,,National Overseas Scholarship Scheme (NOS),https://nosmsje.gov.in
,,"National Sanskrit University, Tirupati",https://nsktu.ac.in
,,National Scholarships Portal,https://scholarships.gov.in
,,"National Skill Trainers Institute for Women, Mumbai",https://nstiwmumbai.dgt.gov.in
,,National Testing Agency (NTA),https://nta.ac.in
,,"National Tuberculosis Institute (NTI), Bangalore",https://ntiindia.kar.nic.in
,,Nav Bharat Saksharta Karyakramme (ULLAS),https://nilp.education.gov.in
,,Navodaya Vidyalaya Samiti,https://navodaya.gov.in
,,"Navsari Agricultural University, Gujarat",https://nau.in
,,"Navy Children School, Kochi, Kerala",https://www.ncskochi.ac.in
,,"Navy Children School, Rajali, Arakkonam, Vellore, Tamil Nadu",https://www.ncsarakkonam.edu.in
,,"Netaji Subhas Administrative Training Institute (ATI), West Bengal",https://www.atiwb.gov.in
,,"Netaji Subhash Mahavidyalaya, Udaipur, Tripura",https://nsmahavidyalaya.nic.in
,,"Nims University, Jaipur, Rajasthan",https://www.nimsuniversity.org
,,"Nizam's Institute of Medical Sciences, Hyderabad, Telangana",https://nims.edu.in
,,"North East Regional Institute of Education (NERIE), Shillong",https://nerie.nic.in
,,"North Eastern Hill University (NEHU), Shillong",https://www.nehu.ac.in
,,"North Eastern Regional Institute of Science and Technology (NERIST), Nirjuli",https://nerist.ac.in
,,North Eastern Regional Institute of Water and Land Management (NERIWALM),https://neriwalm.gov.in
,,"Odisha Joint Entrance Examination (OJEE), Odisha",https://ojee.admissions.nic.in
,,"Odisha School Education Programme Authority, Odisha",https://osepa.odisha.gov.in
,,"Odisha School Teachers Transfer Portal, Odisha",https://www.odishateachers.gov.in
,,"Odisha School of Mining Engineering, Keonjhar, Odisha",https://osme.co.in
,,"Odisha Skill Development Authority, Odisha",https://www.skillodisha.gov.in
,,"Odisha University of Technology and Research, Odisha",https://www.cet.edu.in
,,Omeo Kumar Das Institute of Social Change and Development (OKDISCD),https://www.okd.in
,,"Online Registration-Rehabilitation Council of India, New Delhi",https://rciregistration.nic.in
,,"Online Seat Allotment, Department of Education, Lakshadweep",https://ecounselling.utl.gov.in
,,"P.U. Swami Sarvanand Giri Regional Centre, Panjab University, Chandigarh",https://purch.puchd.ac.in
,,PM e-VIDYA,https://pmevidya.education.gov.in
,,PRERANA-School of Experiential Learning,https://prerana.education.gov.in
,,"Pandit Sundarlal Sharma (Open) University (PSSOU) Chhattisgarh, Bilaspur",https://www.pssou.ac.in
,,Pandit Sunderlal Sharma Central Institute of Vocational Education,https://psscive.ac.in
,,"Panjab University, Chandigarh",https://puchd.ac.in
,,"Patna University, Bihar",https://pup.ac.in
,,"Periyar University, Tamil Nadu",https://www.periyaruniversity.ac.in
,,"Physical Research Laboratory (PRL), Ahmedabad",https://www.prl.res.in
,,Pondicherry University,https://www.pondiuni.edu.in
,,"Post Graduate Government College For Girls Sector-42, Chandigarh",https://www.gcg42.ac.in
,,"Post Graduate Government College for Girls, Sector 11, Chandigarh",https://gcg11.ac.in
,,"Post Graduate Government College, Sector 11, Chandigarh",https://www.gc11.ac.in
,,"Post Graduate Institute of Medical Education and Research, Chandigarh",https://pgimer.edu.in
,,"Post Matric Scholarship Portal, Bihar",https://www.pmsonline.bih.nic.in
,,"Post Matric Scholarship Portal, Chhattisgarh",https://postmatric-scholarship.cg.nic.in
,,"Potti Sreeramulu Telugu University, Andhra Pradesh",https://teluguuniversity.ac.in
,,"Power Management Institute (PMI), Uttar Pradesh",https://pmi.ntpc.co.in
,,Pradhan Mantri Poshan Shakti Nirman,https://pmposhan.education.gov.in
,,"Pradhan Mantri Poshan Shakti Nirman (PM POSHAN), West Bengal",https://mdm.wbsed.gov.in
,,"Pt. Khushilal Sharma Government (Autonomous) Ayurveda College & Institute Bhopal, Madhya Pradesh",https://www.klsgaci.edu.in
,,"Puducherry Technological University (PTU), Puducherry",https://www.ptuniv.edu.in
,,"Punjab Agricultural University (PAU), Punjab",https://pau.edu
,,"Punjab Engineering College (PEC), Chandigarh",https://pec.ac.in
,,Punjab Institute of Liver & Biliary Sciences,https://pilbs.punjab.gov.in
,,"Punjab University, P.U. Swami Sarvanand Giri Regional Centre, Punjab",https://ssgpurch.puchd.ac.in
,,"Puranmal Lahoti Government Polytechnic, Latur, Maharashtra",https://www.plgpl.org
,,"RCVP Noronha Academy of Administration, Bhopal, Madhya Pradesh",https://www.academy.mp.gov.in
,,"REWA - LT. Governor Student Support, Scholarship, Ladakh",https://socialwelfare.ladakh.gov.in/rewa
,,"Rabindra Bharati University, West Bengal",https://www.rbu.ac.in
,,"Rajasthan Knowledge Corporation Limited, Rajasthan",https://www.rkcl.in
,,"Rajasthan Technical University (RTU), Kota, Rajasthan",https://www.rtu.ac.in
,,"Rajasthan University of Health Sciences, Jaipur, Rajasthan",https://www.ruhsraj.org
,,"Rajeev Gandhi Navodaya Vidyalaya Chinyalisaur, Uttarkashi, Uttarakhand",https://rgnv-utt.uk.gov.in
,,"Rajeev Gandhi Navodaya Vidyalaya Gangolihat, Pithoragarh, Uttarakhand",https://rgnv-pit.uk.gov.in
,,"Rajeev Gandhi Navodaya Vidyalaya Lohaghat, Champawat, Uttarakhand",https://rgnv-chp.uk.gov.in
Employment_Labour,https://igod.gov.in/sector/BxNsIHQBsvhI6u6Q3tju/organizations,,
,,Arunachal Pradesh Staff Selection Board,https://apssb.nic.in
,,Assam Skill Development Mission,https://asdm.assam.gov.in
,,"Berojgari Bhatta Portal, Chhattisgarh",https://berojgaribhatta.cg.nic.in
,,"Bina Mulya Samajik Suraksha Yojana, West Bengal",https://bmssy.wblabour.gov.in
,,"Cacora Government Industrial Training Institute, Goa",https://iticacora.goa.gov.in
,,"Canacona Government Industrial Training Institute, Goa",https://iticanacona.goa.gov.in
,,Capacity Building Commission,https://cbc.gov.in
,,Central Government Industrial Tribunal,https://cgit.labour.gov.in
,,"Central Staff Training and Research Institute (CSTARI), Kolkata",https://www.cstaricalcutta.gov.in
,,Chief Labour Commissioner (Central),https://clc.gov.in
,,"Commissionerate of Employmnet and Traning, Tamil Nadu",https://skilltraining.tn.gov.in
,,"Commissionerate of Labour, Assam",https://labourcommissioner.assam.gov.in
,,"Commissionerate of Labour, Labour, Skill Development & Employment Department, Gujarat",https://www.col.gujarat.gov.in
,,"Commissionerate of Skill Development, Employment & Entrepreneurship, Maharashtra",https://rojgar.mahaswayam.gov.in
,,"Craft Development Institute (CDI), Jammu and Kashmir",https://cdisgr.org
,,Dattopant Thengadi National Board for Workers Education and Development,https://dtnbwed.cbwe.gov.in
,,Delhi Building and Other Construction Workers Welfare Board,https://bocw.delhi.gov.in
,,Delhi Labour Welfare Board,https://dlwb.delhi.gov.in
,,Delhi Subordinate Services Selection Board,https://dsssb.delhi.gov.in
,,Directorate General Factory Advice Service and Labour Institutes (DGFASLI),https://dgfasli.gov.in
,,Directorate General of Employment (DGE),https://dge.gov.in
,,Directorate General of Training (DGT),https://dgt.gov.in
,,"Directorate of Boilers, Gujarat",https://boiler.gujarat.gov.in
,,"Directorate of Employment & Training, Gujarat",https://employment.gujarat.gov.in
,,"Directorate of Employment Services and Manpower Planning, Tripura",https://employment.tripura.gov.in
,,"Directorate of Employment and Craftsmen Training, Assam",https://dect.assam.gov.in
,,"Directorate of Employment and Training (DET), Gujarat",https://talimrojgar.gujarat.gov.in
,,"Directorate of Employment and Training, Jharkhand",https://iti.jharkhand.gov.in
,,"Directorate of Employment, Delhi",https://employment.delhi.gov.in
,,"Directorate of Employment, Delhi",https://onlineemploymentportal.delhi.gov.in
,,"Directorate of Employment, Haryana",https://hrex.gov.in
,,"Directorate of Employment, Jammu and Kashmir",https://jakemp.nic.in
,,"Directorate of Employment, Odisha",https://empmission.odisha.gov.in
,,"Directorate of Factories and Boilers, Odisha",https://dfb.odisha.gov.in
,,"Directorate of Factories, West Bengal",https://wbfactories.gov.in
,,"Directorate of Industrial Safety and Health, Gujarat",https://dish.gujarat.gov.in
,,"Directorate of Industrial Safety and Health, Tamil Nadu",https://dish.tn.gov.in
,,"Directorate of Training, Chhattisgarh",https://webtest.cgstate.gov.in
,,"EPFiGMS - Employees Provident Fund, Grievance Management System, New Delhi",https://epfigms.gov.in
,,Electronic Human Resource Management System 2.0,https://e-hrms.gov.in
,,"Employee Performance Monitoring Portal (EPM), Jammu and Kashmir",https://epm.jk.gov.in
,,"Employees Provident Fund Organisation, Jammu and Kashmir",https://jkepfo.gov.in
,,"Employees State Insurance Healthcare under Ministry of Labour & Employment, Haryana",https://hryesi.gov.in
,,"Employment Bank, West Bengal",https://employmentbankwb.gov.in
,,"Employment Department, Ladakh",https://ladakh.nic.in/employment
,,"Employment Exchange Portal, Assam",https://employment.assam.gov.in
,,"Employment Exchange, Manipur",https://employmentservicemanipur.nic.in
,,"Employment Guarantee Scheme, Planning Department, Maharashtra",https://mahaegs.maharashtra.gov.in/en
,,Employment News,https://employmentnews.gov.in
,,"Employment and Training Department, Tamil Nadu",https://employmentexchange.tn.gov.in/Empower
,,"Employment and Training Department, Tamil Nadu",https://employmentexchange.tn.gov.in
,,"Factories and Boilers Inspection Department, Rajasthan",https://rajfab.rajasthan.gov.in
,,"Factories and Boilers Organisation, Tripura",https://factory.tripura.gov.in
,,"Haryana Kaushal Rozgar Nigam, Haryana",https://hkrnl.itiharyana.gov.in
,,"Haryana Staff Selection Commission, Haryana",https://onetimeregn.haryana.gov.in
,,India Accessible Campaign,https://sugamyabharat.gov.in
,,Indian Institute of Entrepreneurship,https://iie.gov.in
,,Indian Labour Archives (ILA),https://indianlabourarchives.org
,,"Inspectorate of Boilers, Assam",https://cib.assam.gov.in
,,"Inspectorate of Factories, Assam",https://ciflabour.assam.gov.in
,,"Integrated Recruitment Portal, Uttarakhand",https://irp.uk.gov.in
,,Jeevan Pramaan - Digital Life Certificate for Pensioners,https://jeevanpramaan.gov.in
,,"Jharkhand Staff Selection Commission, Jharkhand",https://jssc.nic.in
,,Karmayogi Bharat,https://karmayogibharat.gov.in
,,"Karnataka Public Service Commission, Karnataka",https://www.kpsc.kar.nic.in
,,Labour Bureau,https://labourbureau.gov.in
,,"Labour Commissionerate (Maintains Industrial Relations), West Bengal",https://www.wblc.gov.in
,,"Labour Commissionerate (Shops & Establishments Online Registration, Changes etc.), West Bengal",https://wbshopsonline.gov.in
,,"Labour Commissionerate, Kerala",https://lc.kerala.gov.in
,,"Labour Department, Chhattisgarh",https://shramevjayate.cg.gov.in
,,"Labour Department, Sikkim",https://labour.sikkim.gov.in
,,"Labour Directorate, Odisha",https://labdirodisha.gov.in
,,"Madhya Pradesh Employment Portal, Madhya Pradesh",https://mprojgar.gov.in
,,"Mahatma Gandhi Labour Institute, Gujarat",https://mgli.gujarat.gov.in
,,"Margao Government Industrial Training Institute, Goa",https://itimargao.goa.gov.in
,,Micro Small and Medium Enterprises Sampark,https://sampark.msme.gov.in
,,National Career Service,https://www.ncs.gov.in
,,National Council for Vocational Training (NCVT),https://ncvtmis.gov.in
,,"National Employment Service, Kerala",https://employment.kerala.gov.in
,,National Institute for Entrepreneurship and Small Business Development (NIESBUD),https://niesbud.nic.in
,,National Instructional Media Institute (NIMI),https://nimi.gov.in
,,National Qualifications Register,https://nqr.gov.in
,,"National Skill Trainers Institute (NSTI), Dehradun",https://nstidehradun.dgt.gov.in
,,"National Skill Trainers Institute for Women, Tura",https://nstiwtura.dgt.gov.in
,,"Online Portal for Government Recruitments, Puducherry",https://recruitment.py.gov.in
,,"Online Recruitment Application System, Manipur",https://megrecruitment.nic.in
,,"Online Recruitment Portal, Andaman and Nicobar Administration",https://karmic.andaman.gov.in
,,"Overseas Development and Employment Promotion Consultants Ltd. (ODEPC), Kerala",https://odepc.kerala.gov.in
,,"Overseas Manpower Company Andhra Pradesh Limited, Andhra Pradesh",https://omc.ap.gov.in
,,"Panaji Government Industrial Training Institute, Goa",https://itipanaji.goa.gov.in
,,"Pernem Government Industrial Training Institute, Goa",https://itipernem.goa.gov.in
,,Pradhan Mantri Kaushal Vikas Yojana (PMKVY),https://pmkvyofficial.org
,,Public Enterprises Selection Board (PESB),https://pesb.gov.in
,,"Punjab Ghar Ghar Rozgar & Karobar Mission, Punjab",https://www.pgrkam.com
,,"Railway Recruitment Board (RRB), Ahmedabad",https://www.rrbahmedabad.gov.in
,,Railway Recruitment Board,https://www.rrbapply.gov.in
,,"Rajasthan Staff Selection Board, Jaipur, Rajasthan",https://rsmssb.rajasthan.gov.in
,,"Recruitment Rules Formulation, Amendment and Monitoring System",https://rrfams.nic.in
,,"Regional Directorate of Apprenticeship Training (RDAT), Chennai",https://rdsdetamilnadu.dgt.gov.in
,,"Regional Directorate of Apprenticeship Training, Mumbai (Western Region)",https://rdsdemaharashtra.dgt.gov.in
,,"Regional Directorate of Skill Development and Entrepreneurship, Telangana",https://rdsdetelangana.dgt.gov.in
,,"Rojgaar Sangam, Uttar Pradesh",https://sewayojan.up.nic.in
,,"SHRAMADHAN - Comprehensive Labour Management System, Jharkhand",https://shramadhan.jharkhand.gov.in
,,"Sattari Government Industrial Training Institute, Goa",https://itisattari.goa.gov.in
,,Shram Suvidha,https://shramsuvidha.gov.in
,,Skill Development Initiative Scheme (SDIS),https://sdis.gov.in
,,"Social Security Pension, Rajasthan",https://ssp.rajasthan.gov.in
,,"Staff Selection Commission (SSC), Central Region",https://www.ssc-cr.org
,,"Staff Selection Commission (SSC), Eastern Region (Kolkata)",https://www.sscer.org
,,"Staff Selection Commission (SSC), Madhya Pradesh Sub Region",https://www.sscmpr.org
,,"Staff Selection Commission (SSC), North Western Region Chandigarh",https://www.sscnwr.org
,,"Staff Selection Commission (SSC), Southern Region",https://www.sscsr.gov.in
,,"Staff Selection Commission (SSC), Western Region (Mumbai)",https://www.sscwr.net
,,"Staff Selection Commission, Regional Office, (NER), Guwahati",https://www.sscner.org.in
,,"Staff Training College, Gandhinagar, Gujarat",https://stc.gujarat.gov.in
,,"Tamil Nadu Skill Development Corporation (TNSDC), Tamil Nadu",https://www.tnskill.tn.gov.in
,,"U.P. Academy of Administration & Management, Uttar Pradesh",https://upati.gov.in
,,Unified Portal for Employers & Employees by Employees Provident Fund Organisation (EPFO),https://unifiedportal.epfindia.gov.in
,,Union Public Service Commission (UPSC),https://www.upsc.gov.in
,,"Uttarakhand Subordinate Service Selection Commission, Uttarakhand",https://sssc.uk.gov.in
,,"Vasco Government Industrial Training Institute, Goa",https://itivasco.goa.gov.in
,,"Virtual Learning Portal, Commissionerate of Employment & Training, Tamil Nadu",https://tamilnaducareerservices.tn.gov.in
,,Work for India,https://workforindia.niti.gov.in
,,e-Pariksha Adhiyachan Services,https://eadhiyachan.pariksha.nic.in
,,eSHRAM Portal,https://eshram.gov.in
Energy_Power,https://igod.gov.in/sector/ARNsIHQBsvhI6u6Q3tju/organizations,,
,,"Additional Sources of Energy Department, Uttar Pradesh",https://upneda.org.in
,,"Agency for Non Conventional Energy and Rural Technology (ANERT), Kerala",https://anert.gov.in
,,Appellate Tribunal for Electricity (APTEL),https://aptel.gov.in
,,Assam Energy Development Agency (AEDA),https://aeda.assam.gov.in
,,Assam State Designated Agency (ASDA),https://asdagov.in
,,Bharat Heavy Electricals Limited (BHEL),https://www.bhel.com
,,"Bihar State Power Holding Company Limited (BSPHCL), Patna, Bihar",https://www.bsphcl.co.in
,,Bureau of Energy Efficiency (BEE),https://beeindia.gov.in
,,Central Electricity Authority (CEA),https://cea.nic.in
,,Central Electricity Authority (CEA),https://ceaclearance.gov.in
,,Central Electricity Regulatory Commission (CERC),https://cercind.gov.in
,,"Central Power Research Institute (CPRI), Bangalore",https://www.cpri.in
,,Central Transmission Utility of India Ltd. (CTUIL),https://ctuil.in
,,"Chief Engineer (E/S) and Chief Electrical Inspector, Madhya Pradesh",https://cei.mp.gov.in
,,Damodar Valley Corporation (DVC),https://www.dvc.gov.in
,,Directorate of Purchase and Stores,https://www.dps.gov.in
,,Eastern Regional Load Despatch Center,https://erldc.in
,,Eastern Regional Power Committee (ERPC),https://erpc.gov.in
,,"Electrical Inspectorate Department, ??elangana",https://tsceig.cgg.gov.in
,,"Electricity Ombudsman(Mumbai), Maharashtra",https://www.mercombudsman.org.in
,,Energy Efficiency Services Limited (EESL),https://www.eeslindia.org
,,"Energy Management Centre, Kerala",https://www.keralaenergy.gov.in
,,Forum of Regulators,https://forumofregulators.gov.in
,,"Green Energy Training Research Institute (GETRI), Gujarat",https://getri.org
,,Grid Controller of India Limited,https://posoco.in
,,"Gujarat State Electricity Corporation Limited (GSECL), Vadodara, Gujarat",https://www.gsecl.in
,,"H.P. Government Energy Development Agency (HIMURJA), Himachal Pradesh",https://himurja.hp.gov.in
,,India Renewable Idea Exchange Portal (IRIX),https://irix.gov.in
,,"Indraprastha Power Generation Co. Ltd., Delhi",https://www.ipgcl-ppcl.gov.in
,,"Inspectorate of Electricity (IEC), Assam",https://cei.assam.gov.in
,,Integrated Power Development Scheme (IPDS),https://www.ipds.gov.in
,,"Jammu & Kashmir Energy Development Agency (JAKEDA), Jammu and Kashmir",https://www.jakeda.in
,,Joint Electricity Regulatory Commission (JERC),https://jercuts.gov.in
,,Joint Electricity Regulatory Commission for the States of Manipur and Mizoram (JERC),https://jerc.mizoram.gov.in
,,"Kerala Electricity Ombudsman, Kerala",https://www.keralaeo.org
,,"M.P Power Generating Company Limited (MPPGCL), Madhya Pradesh",https://www.mppgcl.mp.gov.in
,,"M.P. Paschim Kshetra Vidyut Vitran Co. Ltd., Madhya Pradesh",https://www.mpwz.co.in
,,"Madhya Pradesh Poorv Kshetra Vidyut Vitran Company Limited (MPPKVVCL), Madhya Pradesh",https://www.mpez.co.in
,,"Madhya Pradesh Power Transmission Company Ltd. (MPPTCL), Madhya Pradesh",https://www.mptransco.in
,,"Maharashtra Energy Development Agency (MEDA), Maharashtra",https://www.mahaurja.com
,,"Mahavitran - Maharashtra State Electricity Distribution Company Limited, Maharashtra",https://wss.mahadiscom.in/wss/wss
,,"Meghalaya New and Renewable Energy Development Agency, Meghalaya",https://mnreda.gov.in
,,"Meghalaya State Designated Agency, Meghalaya",https://msda.nic.in
,,National Hydroelectric Power Corporation Limited (NHPC),https://www.nhpcindia.com
,,National Institute of Solar Energy,https://nise.res.in
,,National Institute of Wind Energy,https://niwe.res.in
,,National Portal for Renewable purchase obligation (RPO),https://rpo.gov.in
,,National Portal for Rooftop Solar,https://solarrooftop.gov.in
,,National Power Portal,https://npp.gov.in
,,"National Power Training Institute (NPTI), Faridabad",https://npti.gov.in
,,National Smart Grid Mission (NSGM),https://www.nsgm.gov.in
,,National Thermal Power Corporation (NTPC),https://www.ntpc.co.in
,,North Eastern Electric Power Corporation Limited,https://neepco.co.in
,,North Eastern Regional Load Despatch Center,https://www.nerldc.in
,,North Eastern Regional Power Committee,https://nerpc.gov.in
,,Northern Regional Load Despatch Centre,https://nrldc.in
,,Oil and Natural Gas Corporation Videsh Limited,https://ongcvidesh.com
,,"PFC Consulting Limited (PFCCL), New Delhi",https://www.pfcclindia.com
,,"Power Department, Delhi",https://power.delhi.gov.in
,,"Power Finance Corporation Limited, New Delhi",https://www.pfcindia.com
,,Power Foundation of India (PFI),https://powerfoundation.org.in
,,Power Grid Corporation of India Limited (POWERGRID),https://www.powergrid.in
,,Power Trading Corporation of India Limited (PTC),https://www.ptcindia.com
,,Pradhan Mantri Sahaj Bijli Har Ghar Yojana (Saubhagya),https://saubhagya.gov.in
,,"Punjab Energy Development Agencies (PEDA), Punjab",https://www.peda.gov.in
,,"Purvanchal Vidyut Vitaran Nigam Limited, Uttar Pradesh",https://puvvnl.up.nic.in
,,"Regional Inspectorial Organisation, Shillong",https://rioneshillong.gov.in
,,Renewable Energy Certificate Registry of India,https://www.recregistryindia.nic.in
,,Rural Electrification Corporation Limited,https://www.recindia.nic.in
,,Sardar Swaran Singh National Institute of Bio Energy (SSSNIRE),https://www.nibe.res.in
,,Satluj Jal Vidyut Nigam Limited (SJVN),https://sjvn.nic.in
,,"Southern Power Distribution Company of AP Ltd. (APSPDCL), Andhra Pradesh",https://www.apspdcl.in
,,"Southern Power Distribution Company of Telangana Ltd., Andhra Pradesh",https://www.tssouthernpower.com
,,Southern Regional Load Despatch Centre,https://srldc.in
,,Southern Regional Power Committee,https://srpc.kar.nic.in
,,"State Load Despatch Centre (SLDC), Mizoram",https://sldc.mizoram.gov.in
,,"State Load Despatch Centre, Jabalpur, Madhya Pradesh",https://www.sldcmpindia.com
,,"Tamilnadu Generation and Distribution Corporation Limited (TANGEDCO), Tamil Nadu",https://www.tangedco.org/en
,,"Tamilnadu Power Finance and Infrastructure Development Corporation Limited, Tamil Nadu",https://www.tnpowerfinance.com
,,"Telangana State Renewable Energy Development Corporation Ltd., (TSREDCO), Telangana",https://tsredco.telangana.gov.in
,,"The Brihanmumbai Electric Supply & Transport Undertaking | of the Brihanmumbai Mahanagarpalika, Maharashtra",https://www.bestundertaking.com
,,Ujwal DISCOM Assurance Yojana (UDAY),https://www.uday.gov.in
,,"Urja Pay (Electricity Bill Payment), Andaman & Nicobar Islands",https://urjapay.andaman.gov.in
,,"Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL), Lucknow, Uttar Pradesh",https://www.uprvunl.org
,,"Uttarakhand Renewable Energy Development Agency Online (UREDA), Uttarakhand",https://uredaonline.uk.gov.in
,,"Vidyut Ombudsman, Andhra Pradesh",https://vidyutombudsman.ap.gov.in
,,"Vidyut Ombudsman, Telangana",https://vidyutombudsman-tserc.gov.in
,,Water and Power Consultancy Services (India) Limited (WAPCOS),https://www.wapcos.co.in
,,"West Bengal State Electricity Distribution Company Limited (WBSEDCL), West Bengal",https://www.wbsedcl.in
,,"West Bengal State Electricity Transmission Corporation Limited, West Bengal",https://www.wbsetcl.in
,,Western Regional Load Despatch Center,https://www.wrldc.in
,,Western Regional Power Committee (WRPC),https://www.wrpc.gov.in
,,"Zoram Energy Development Agency, Mizoram",https://zeda.mizoram.gov.in
,,e-Filing System of Central Electricity Regulatory Commission (CERC),https://cerc-efiling.gov.in
Environment_Natural_Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,,
,,Andhra Pradesh Pollution Control Board,https://pcb.ap.gov.in
,,Andhra Pradesh Water Resources Information & Management System,https://apwrims.ap.gov.in
,,Animal Welfare Board of India (AWBI),https://awbi.gov.in
,,Aryabhatta Research Institute of Observational Sciences (ARIES),https://www.aries.res.in
,,Assam Project on Forest and Biodiversity Conservation Society (APFBC Society),https://apfbcs.nic.in
,,Assam Water Research and Management Institute Society (AWRMIS),https://awrmis.assam.gov.in
,,"Bankura District Forest, West Bengal",https://www.bankuraforest.in
,,Bansagar Control Board (BCB),https://bcb.gov.in
,,Betwa River Board (BRB),https://brb.nic.in
,,"CPREEC-EIACP Programme Centre, Resource Partner on Ecological Heritage and Sacred Sites of India",https://cpreecenvis.nic.in
,,"Center for Environmental Planning and Technology (CEPT), Gujarat",https://cept.ac.in
,,"Central Building Research Institute (CBRI), Roorkee",https://cbri.res.in
,,Central Pollution Control Board (CPCB),https://cpcb.nic.in
,,Central Soil and Materials Research Station (CSMRS),https://csmrs.gov.in
,,Central Water Commission (CWC),https://cwc.gov.in
,,Centre for Marine Living Resources and Ecology (CMLRE),https://www.cmlre.gov.in
,,Chandigarh Pollution Control Committee,https://chocmms.nic.in
,,"Chhattisgarh Environment Conservation Board, Raipur",https://www.enviscecb.org
,,"Climate Change Department, Gujarat",https://ccd.gujarat.gov.in
,,"Commissioner of Rehabilitation and Resettlement, Andhra Pradesh",https://aprr.gov.in
,,Customized Rainfall Information System (CRIS),https://hydro.imd.gov.in
,,"Cyclone Warning Centre, Visakhapatnam, Andhra Pradesh",https://mausam.imd.gov.in/visakhapatnam
,,Delhi Commission for Protection of Child Rights (DCPCR),https://dcpcr.delhi.gov.in
,,Delhi Commission for Safai Karamcharis,https://dcsk.delhi.gov.in
,,"Department of Water Resources, Rajasthan",https://water.rajasthan.gov.in/wr
,,Digital Archive of Publication of Zoological Survey of India (ZSI),https://faunaofindia.nic.in
,,"Directorate of Civil Aviation, Gujarat",https://cad.gujarat.gov.in
,,"Directorate of Environment and Climate Change, Punjab",https://decc.punjab.gov.in
,,"Directorate of coir development, Kerala",https://coir.kerala.gov.in
,,"Drinking Water & Sanitation Department, Tripura",https://dws.tripura.gov.in
,,"EIACP (PC-RP) on Environmental Problems of Mining, Dhanbad",https://ismenvis.nic.in
,,"EIACP Centre on Himalayan Ecology, Almora",https://gbpihedenvis.nic.in
,,"EIACP Centre on Plants and Pollution, Lucknow",https://nbrienvis.nic.in
,,"EIACP HUB: Jharkhand Status of Environment and Related Issues, Jharkhand",https://jharenvis.nic.in
